year,county_name,precinct_code,total_precinct_votes,total_registered_voters,voter_turnout,anomaly_score
2012,Lehigh,1340,17718,3385,5.23426883308715,-0.019982259726114338
2016,Lehigh,1300,17687,3428,5.159568261376896,-0.019982259726114338
2012,Butler,5,17848,3444,5.182346109175377,-0.019982259726114338
2012,Centre,630,10408,4062,2.5622845888724766,-0.019782745534751345
2024,Chester,1480,17825,2594,6.871626831148805,-0.01964542844700512
2012,Monroe,140,15211,3493,4.354709418837675,-0.019629795356750912
2008,Montgomery,720,14297,3523,4.058189043428896,-0.019467195971929252
2024,York,880,18035,3266,5.522045315370484,-0.019407933619450257
2012,Monroe,23,13512,3562,3.7933745087029758,-0.019296270235700352
2000,Lancaster,1230,18049,3394,5.317913965822039,-0.019266987802365798
2020,Montgomery,2960,17329,3436,5.043364377182771,-0.019021129182314134
2012,Northampton,90,6829,3925,1.739872611464968,-0.019002777137309357
2024,Lancaster,1480,18532,2807,6.602066262914144,-0.018955113818143188
2020,York,235,18034,3276,5.504884004884005,-0.0189275942253726
2020,Montgomery,3300,17216,3475,4.954244604316547,-0.018921538022169337
2016,Lancaster,1060,12309,3838,3.2071391349661282,-0.018630984738671308
2020,Franklin,50,16699,3507,4.761619617907043,-0.018569599662438763
2016,Fayette,860,16652,3522,4.7279954571266325,-0.018569599662438763
2008,Montgomery,1271,14455,3502,4.127641347801257,-0.018506761926956217
2020,Franklin,650,18034,3258,5.535297728667895,-0.018447579712438045
2004,Pike,25,12519,3710,3.3743935309973048,-0.018293492086558394
2004,Pike,10,13182,3524,3.7406356413166857,-0.01829343600057709
2020,Lehigh,920,16854,3522,4.785349233390119,-0.018089827281805415
2020,Chester,380,18082,3140,5.758598726114649,-0.01803902851679695
2004,York,728,14725,3504,4.202340182648402,-0.018027032047095548
2024,Philadelphia,1005,7989,3613,2.211181843343482,-0.017933451427336045
2016,Dauphin,1155,202,2425,0.08329896907216496,-0.01772000769208726
2020,Cumberland,90,7848,3660,2.144262295081967,-0.01770554893041909
2016,York,1040,16731,3517,4.757179414273528,-0.017610379398811493
2008,Pike,10,12047,4100,2.9382926829268294,-0.01758278897125931
2020,York,1130,15975,3505,4.557774607703281,-0.01753928376324243
2016,Montgomery,1987,17030,3418,4.9824458747805735,-0.017482480528166255
2008,Cumberland,650,14855,3527,4.211794726396371,-0.01740566427117174
2024,Northampton,1020,17629,3203,5.503902591320637,-0.017009483263878633
2020,Chester,730,6022,3207,1.8777673838478328,-0.01695072024584665
2024,Lancaster,200,18602,2762,6.734974656046343,-0.01693761572086505
2000,Butler,250,18108,3344,5.4150717703349285,-0.016910174355734275
2004,Cumberland,210,17032,2184,7.798534798534798,-0.01687584538595377
2016,York,890,16492,3498,4.714694110920526,-0.016652456247984615
2012,Chester,60,16416,3514,4.671599317017644,-0.016173980541643984
2008,Philadelphia,1075,13191,3403,3.8762856303261826,-0.01604040983309618
2012,York,890,17972,3324,5.406738868832732,-0.015953198062431895
2012,Montgomery,3320,18311,3091,5.923972824328696,-0.01579073870342207
2020,Northampton,90,5574,3384,1.6471631205673758,-0.0157466945369783
2004,Lehigh,890,16625,3469,4.792447391179014,-0.01569582845592754
2012,Erie,1440,18116,3079,5.88372848327379,-0.015488917312470374
2012,York,280,17554,3362,5.221296847114813,-0.015090532843407223
2024,Allegheny,5790,9218,3870,2.3819121447028424,-0.014991417541730057
2008,Wayne,190,13117,3453,3.798725745728352,-0.014677995737887306
2016,Bucks,1640,13713,3468,3.954152249134948,-0.014607194403809975
2024,Chester,625,17428,3155,5.523930269413629,-0.014590952070639318
2016,Northampton,1030,9978,3882,2.57032457496136,-0.014514065291346578
2004,Erie,1440,18165,2971,6.114102995624369,-0.014387789275258744
2012,Indiana,460,11924,3801,3.137069192317811,-0.014334785293051544
2024,Chester,1080,17943,2969,6.043448972718087,-0.014317017067040805
2020,Centre,630,6533,3359,1.9449240845489728,-0.014145953453536975
2016,Allegheny,5790,10839,3942,2.749619482496195,-0.014107780007504123
2008,Pike,65,11166,3994,2.7956935403104657,-0.014107780007504123
2020,Lehigh,1250,17004,3385,5.023338257016248,-0.014093638351719284
2020,York,80,16231,3495,4.644062947067239,-0.01378645194385697
2024,Chester,1290,18031,2787,6.469680660208109,-0.013763279848302057
2024,Butler,410,18009,2782,6.4734004313443565,-0.013763279848302057
2024,Washington,400,17669,3153,5.603869330796067,-0.013637111963077375
2020,Franklin,240,17646,3163,5.578880809358204,-0.013637111963077375
2024,Lebanon,360,17606,3140,5.607006369426752,-0.013637111963077375
2020,Butler,380,17589,3121,5.635693687920538,-0.013637111963077375
2004,Allegheny,5950,9199,3725,2.4695302013422817,-0.013560329154508999
2024,Delaware,1005,17077,2490,6.858232931726907,-0.013424214559884073
2024,Lehigh,930,17941,3093,5.800517297122535,-0.013259458453367956
2024,Cumberland,160,17654,3110,5.67652733118971,-0.013259458453367956
2020,Northampton,990,14120,3424,4.123831775700935,-0.013247542876176355
2024,Lehigh,1200,17405,3254,5.34880147510756,-0.013188799487304559
2012,Chester,1355,17346,3303,5.251589464123524,-0.013182792255562292
2024,York,245,18022,2710,6.650184501845018,-0.013018557087552285
2008,Clearfield,640,16128,3462,4.658578856152513,-0.012833699727629155
2020,Franklin,315,17342,3140,5.522929936305733,-0.012684561692959395
2004,Monroe,173,10637,3929,2.7073046576737085,-0.012678483372444926
2008,Pike,55,9692,3948,2.4549138804457953,-0.012607882714520069
2004,Lehigh,880,17535,3312,5.294384057971015,-0.012474362962490826
2012,Lebanon,60,17508,3307,5.29422437254309,-0.012474362962490826
2008,York,630,14509,3403,4.263590949162504,-0.01245647694627483
2020,York,700,14706,3409,4.313875036667644,-0.01245647694627483
2008,Montgomery,3540,14844,3427,4.33148526407937,-0.01245647694627483
2024,Bucks,10,18313,3058,5.988554610856769,-0.012452268671278355
2016,Butler,420,17034,3133,5.436961378870093,-0.01244698319169224
2008,Monroe,23,11813,3723,3.172978780553317,-0.012429087253839954
2008,Centre,630,11905,3565,3.3394109396914446,-0.0120240030273292
2008,York,590,13815,3443,4.012489108335754,-0.011819990544273185
2024,Wayne,260,17303,3237,5.3453815261044175,-0.01176136626939317
2024,York,430,17103,3352,5.102326968973747,-0.011755371218516886
2000,Monroe,220,13643,3441,3.964835803545481,-0.011749476046874707
2008,Cumberland,730,13266,3381,3.9236912156166817,-0.011749476046874707
2004,Lancaster,1540,17358,3128,5.54923273657289,-0.011733299516092921
2024,Cumberland,475,17381,3124,5.563700384122919,-0.011733299516092921
2004,Monroe,140,12977,3428,3.7855892648774794,-0.011721409768594149
2004,Monroe,350,12100,3593,3.3676593376008905,-0.011619152150701084
2012,Berks,690,12392,3504,3.536529680365297,-0.011597485403419983
2008,Northampton,1030,12425,3493,3.5571142284569137,-0.011597485403419983
2024,Northampton,615,17754,3363,5.27921498661909,-0.011523385028435085
2008,Cumberland,750,2759,3050,0.9045901639344263,-0.0114854332292198
2004,Chester,1510,16752,3429,4.8853893263342085,-0.011308463718128103
2016,Butler,330,17913,3061,5.852009147337472,-0.011201331513125301
2008,Chester,350,17088,3253,5.252997233323087,-0.011043103479849159
2004,Lancaster,1730,17819,3064,5.815600522193211,-0.010881772825945712
2008,York,235,15599,3419,4.562445159403334,-0.010861633269682036
2020,Bucks,820,17141,3334,5.14127174565087,-0.010805365546442958
2000,York,240,17059,3288,5.1882603406326036,-0.010805365546442958
2020,Cumberland,160,17628,3115,5.659069020866774,-0.010783323690644164
2004,Bucks,1640,12086,3523,3.430598921373829,-0.010669330681883915
2008,Centre,640,12628,3522,3.5854628052243043,-0.010647693233624467
2012,Franklin,250,18304,2859,6.402238544945785,-0.010624920067884736
2004,Columbia,150,9934,3811,2.606664917344529,-0.010232397599049259
2008,Northampton,90,8876,3660,2.425136612021858,-0.010232397599049259
2012,Bucks,20,17289,3211,5.384303955154158,-0.010001702399871637
2012,Lebanon,350,0,2320,0.0,-0.009959399699534854
2024,York,840,16922,3232,5.235767326732673,-0.009953592453685545
2004,Chester,1320,15221,3376,4.508590047393365,-0.009912836161456773
2004,Chester,1770,17860,3057,5.8423290807981685,-0.009304102216859178
2024,Chester,750,17797,2734,6.509509875640088,-0.009289677151781084
2024,Monroe,26,16980,3277,5.181568507781508,-0.009242439252638679
2024,Butler,370,17703,2651,6.6778574122972465,-0.009219416603078234
2004,Monroe,370,10340,3533,2.9266911972827625,-0.00918622636273414
2004,Montgomery,1945,0,2191,0.0,-0.009011822643426037
2012,Dauphin,1155,26,1899,0.01369141653501843,-0.009011822643426037
2024,Wayne,290,17194,3235,5.314992272024729,-0.008915177185204959
2024,Northampton,990,16074,3429,4.687664041994751,-0.008562233156189092
2020,Bucks,2250,16287,3434,4.74286546301689,-0.008562233156189092
2004,York,235,16908,3290,5.139209726443769,-0.008295831711674806
2004,Monroe,240,12207,3462,3.5259965337954937,-0.008124173847885885
2004,Montgomery,1307,0,1890,0.0,-0.008065526955502889
2024,Bucks,1915,17430,3059,5.697940503432494,-0.008039147229163324
2016,Pike,55,13060,3351,3.897344076395106,-0.008027320003867744
2008,Westmoreland,1690,16403,3402,4.821575543797766,-0.007991172016415526
2016,Centre,620,9567,3659,2.6146488111505874,-0.007864935009702867
2020,Montgomery,3290,16913,3276,5.162698412698413,-0.007823008070865
2024,Chester,1860,16406,2388,6.870184254606365,-0.007729921060207201
2016,Chester,203,18118,3040,5.959868421052631,-0.007710370276036604
2012,Erie,1315,16947,3201,5.294283036551078,-0.007356461689902893
2024,Chester,385,18161,2873,6.321266968325792,-0.00731085804604148
2016,Cumberland,350,18027,2857,6.309765488274413,-0.00731085804604148
2016,Chester,1832,18003,2858,6.299160251924422,-0.00731085804604148
2012,Montgomery,3270,16289,3431,4.747595453220636,-0.007144181228574076
2020,Chester,270,17655,3062,5.765839320705421,-0.007094166848868877
2024,Lancaster,50,17448,3065,5.692659053833605,-0.007094166848868877
2012,Pike,65,11481,3731,3.0771911015813456,-0.0067149742572431
2016,Allegheny,7440,11472,3734,3.0723085163363684,-0.0067149742572431
2024,Chester,365,16057,2199,7.301955434288313,-0.00642049971074099
2004,Delaware,2915,10031,3488,2.875860091743119,-0.0063504699150030985
2008,Montgomery,1987,14331,3318,4.319168173598554,-0.00629821709401146
2004,Pike,50,12056,3471,3.473350619418035,-0.006256762478152544
2016,Monroe,56,12878,3416,3.769906323185012,-0.006249161224586741
2008,Montgomery,3270,14095,3374,4.177534084173089,-0.006138669065370972
2024,Northampton,970,17178,3099,5.543078412391094,-0.006052679035185804
2012,Pike,55,9739,3537,2.7534633870511733,-0.005976722946922863
2024,Westmoreland,680,17957,2866,6.265526866713189,-0.005895343532209774
2012,Allegheny,7440,7740,3268,2.3684210526315788,-0.005892497593873336
2008,York,1100,14569,3372,4.3205812574139975,-0.005826744554794705
2004,Lehigh,1010,16621,3259,5.100030684258975,-0.005769517621327935
2016,Luzerne,480,15147,3359,4.5093777910092285,-0.005659101494841057
2024,Lehigh,1320,17290,3081,5.6118143459915615,-0.005581372567472376
2012,Lehigh,1290,16628,3369,4.9355891956070055,-0.005533566085996533
2000,Monroe,176,11689,3461,3.3773475874024848,-0.005468224796697285
2024,Butler,500,17161,2584,6.641253869969041,-0.005440784138439625
2020,Monroe,26,14351,3292,4.359356014580802,-0.005355590899557616
2000,York,160,14356,3277,4.380836130607263,-0.005355590899557616
2008,York,280,14227,3306,4.303387779794313,-0.005355590899557616
2024,Butler,730,16861,3223,5.231461371393112,-0.005298402671955471
2024,Allegheny,7440,8416,3338,2.5212702216896345,-0.005104371996161872
2000,Chester,80,14220,3228,4.405204460966543,-0.005050645474393378
2016,Luzerne,1300,14236,3239,4.3951836986724295,-0.004649811619558908
2024,Centre,270,17203,2610,6.591187739463601,-0.004499317414134896
2008,Chester,1510,14588,3314,4.401931200965601,-0.004414239378449536
2016,York,790,16437,3227,5.0935853734118375,-0.004357128484057449
2024,Montgomery,2485,17845,2958,6.032792427315754,-0.004271955129021454
2008,Perry,40,13038,3260,3.9993865030674844,-0.0039506591997610085
2020,Montgomery,2195,16815,3266,5.148499693815064,-0.003886968814645564
2012,Montgomery,1987,16641,3232,5.148824257425742,-0.003886968814645564
2024,Lancaster,1700,17203,3079,5.587203637544658,-0.0036993322578701138
2024,Lebanon,380,17201,3080,5.58474025974026,-0.0036993322578701138
2008,Monroe,267,10444,3521,2.966202783300199,-0.003681658933660903
2024,Butler,820,17106,2556,6.692488262910798,-0.0035591237952737886
2012,York,235,16719,3356,4.981823599523242,-0.003554220297529387
2020,Venango,560,0,27,0.0,-0.003487388586850937
2024,Clarion,245,0,26,0.0,-0.003487388586850937
2024,Venango,560,0,28,0.0,-0.003487388586850937
2020,Clarion,245,0,22,0.0,-0.003487388586850937
2008,Westmoreland,2780,16419,3215,5.1069984447900465,-0.0034171271412440918
2024,York,1120,16522,3217,5.135840845508238,-0.0034171271412440918
2008,Philadelphia,11720,3,8,0.375,-0.0033496024142247727
2016,Butler,10,17783,3027,5.874793524942187,-0.0033487171688942885
2020,Monroe,267,13506,3333,4.052205220522052,-0.0033152591535634546
2000,Lancaster,1680,14689,3298,4.453911461491813,-0.003307083913856146
2020,York,790,15092,3319,4.547152756854474,-0.003307083913856146
2008,Lebanon,490,15153,3335,4.543628185907046,-0.003307083913856146
2012,Lancaster,1060,10700,3457,3.095169221868672,-0.0032816136872875212
2008,Lebanon,60,13921,3157,4.409566043712386,-0.0032396929105708017
2012,Lancaster,1480,17027,3100,5.49258064516129,-0.003228259485149265
2000,Monroe,53,10234,3458,2.9595141700404857,-0.003211956123133408
2004,Westmoreland,2780,16844,3132,5.3780332056194124,-0.003187894355157761
2016,Cumberland,130,12804,3405,3.760352422907489,-0.003111103530630821
2000,Montgomery,2730,14336,3203,4.475803933812051,-0.0030726724438727704
2020,Cumberland,475,16451,3159,5.207660652105097,-0.0030172342791371376
2016,Erie,1440,16798,3351,5.012831990450612,-0.0026153046933370394
2004,Chester,350,17445,3003,5.8091908091908095,-0.0025634692862905872
2020,Montgomery,455,0,47,0.0,-0.002548563356340905
2024,Montgomery,455,0,48,0.0,-0.002548563356340905
2020,Lehigh,515,0,34,0.0,-0.002548563356340905
2020,Bucks,2810,16420,3196,5.137672090112641,-0.002547980857196208
2004,Lancaster,2120,17688,2759,6.411018484958318,-0.0025063406802794397
2024,Montgomery,2750,17582,3000,5.860666666666667,-0.0024100794578498785
2016,Franklin,240,17616,2982,5.907444668008048,-0.0024100794578498785
2016,York,840,13814,3231,4.275456515010832,-0.002301202628397947
2024,Lehigh,1220,17097,3067,5.574502771437887,-0.0022911408362426
2020,Bucks,765,16450,3337,4.929577464788732,-0.0022435602359242024
2008,Monroe,56,9320,3335,2.7946026986506745,-0.002215594764132356
2024,Chester,70,16930,3069,5.516454871293581,-0.002152236171753863
2012,Dauphin,1360,17559,3028,5.7988771466314395,-0.002094522771697749
2020,Cumberland,620,15745,2290,6.8755458515283845,-0.001984458157617719
2020,Centre,268,1,1,1.0,-0.0019421201399333343
2024,Chester,690,17190,2638,6.516300227445034,-0.001752053043497348
2000,Fayette,860,13442,3248,4.138546798029557,-0.0016739076079532733
2008,Erie,1440,16440,3170,5.186119873817034,-0.0016104259478387783
2004,Erie,1080,1382,2907,0.47540419676642587,-0.001581188612194917
2012,York,590,16366,3211,5.096854562441607,-0.0015409361083418283
2004,Butler,410,16510,3292,5.015188335358444,-0.0012093113548113932
2016,Cumberland,620,16391,3276,5.003357753357753,-0.0012093113548113932
2020,Lancaster,1060,7773,3163,2.457477078722732,-0.0011948319070791413
2020,Butler,381,13,16,0.8125,-0.0011427053492495398
2020,Butler,545,16,18,0.8888888888888888,-0.0011427053492495398
2024,York,415,15765,1130,13.951327433628318,-0.0010317930299346134
2016,Northampton,601,16462,3326,4.949488875526158,-0.0008383206837752066
2024,Lancaster,2125,16466,2421,6.801321767864518,-0.0008192149191885711
2004,York,890,14164,3168,4.470959595959596,-0.000798798174694082
2024,Indiana,615,13,14,0.9285714285714286,-0.0006747197789758186
2020,Northampton,615,14826,3256,4.553439803439804,-0.0006323651275025322
2020,York,630,15509,3307,4.689749017236165,-0.0004675289096370827
2008,Berks,690,15014,3282,4.574649603900061,-0.00039815377419727405
2008,Westmoreland,1680,16385,3343,4.901286269817529,-0.00037054098634747845
